Rank,PreviousRank,Period,BookID,Title,Subtitle,ISBN,CmdtCode,ReleaseDate,Publisher,Author,Price,SalePrice,DiscountRate,Score,ReviewCount
116,116,2026061020260616,S000216111358,된다! 조회수 터지는 유튜브 쇼츠 만들기,구독자 없어도 알고리즘 탄다! AI로 영상 빠르게 만들어 수익화까지!,1163036943,9791163036944,20250407,이지스퍼블리싱,최지영,22000,19800,10.0,9.8,62
117,117,2026061020260616,S000001975837,친절한 SQL 튜닝,SQLP 핵심이론 집중 공략,1196395705,9791196395704,20180601,디비안(주)(DBian),조시형,38000,34200,10.0,10.0,61
118,88,2026061020260616,S000001766328,데이터 중심 애플리케이션 설계,신뢰할 수 있고 확장 가능하며 유지보수하기 쉬운 시스템을 지탱하는 핵심 아이디어,115839098X,9791158390983,20180412,위키북스,마틴 클레프만 외,36000,32400,10.0,10.0,26
119,121,2026061020260616,S000219751861,이게 되네? 캔바 AI 미친 활용법 47제,"프레젠테이션, SNS, 인쇄물, 동영상, 광고, 카드 뉴스, 홈페이지, 메일, 템플릿 활용까지 뭐든지 만드는 캔바 디자인 완벽 마스터",1124516050,9791124516058,20260511,골든래빗(주),이지쌤,24000,21600,10.0,10.0,4
120,160,2026061020260616,S000219610166,딸깍! 바이브 코딩 by 안티그래비티,5분 만에 만드는 업무용 웹 애플리케이션 45가지 속성 레시피,1194630693,9791194630692,20260420,생능북스,반병현,25000,22500,10.0,10.0,22
121,162,2026061020260616,S000219243922,2026 원큐패스 개인정보관리사 CPPG,최신 법령 제·개정 반영,8927774752,9788927774754,20260210,다락원,김창중,38000,34200,10.0,10.0,6
122,163,2026061020260616,S000219133630,맛있는 디자인 포토샵&일러스트레이터 CC 2026,누구나 쉽게 배우고 AI 기능까지 제대로 써먹는 그래픽 입문서,1175790095,9791175790094,20260206,한빛미디어,빨간고래 외,26000,23400,10.0,9.5,5
123,164,2026061020260616,S000219080825,AI 자율학습 클로드 코드·코덱스 CLI·제미나이 CLI 완전 활용법,한 권으로 끝내는 AI 터미널 도구 3대장 바이브 코딩,114071760X,9791140717606,20260202,길벗,Dave Lee,32000,28800,10.0,9.8,26
124,130,2026061020260616,S000217570241,밑바닥부터 만들면서 배우는 LLM,GPT를 내 손으로 직접 단계별로 만들어보면서 대규모 언어 모델의 기본기를 탄탄히 채우기,1140715844,9791140715848,20250922,길벗,세바스찬 라시카 외,40000,36000,10.0,9.9,43
125,104,2026061020260616,S000217051353,2026 시나공 컴퓨터활용능력 2급 실기 기본서,,1140714937,9791140714933,20250721,길벗,길벗알앤디,24000,21600,10.0,10.0,19
126,231,2026061020260616,S000216796744,2026 이기적 컴퓨터활용능력 1급 필기 기본서,,8931479298,9788931479294,20250720,영진닷컴,홍태성 외,31000,27900,10.0,9.9,50
127,132,2026061020260616,S000216758898,2026 시나공 컴퓨터활용능력 1급 필기 기본서,,114071371X,9791140713714,20250616,길벗,길벗알앤디,32000,28800,10.0,9.9,20
128,115,2026061020260616,S000216376461,주니어 백엔드 개발자가 반드시 알아야 할 실무 지식,시행착오를 줄여주는 실무 밀착 백엔드 개발 가이드,116921374X,9791169213745,20250428,한빛미디어,최범균,28000,25200,10.0,10.0,31
129,175,2026061020260616,S000001834830,코딩 자율학습 HTML + CSS + 자바스크립트,기초부터 반응형 웹까지 초보자를 위한 웹 개발 입문서,1165219468,9791165219468,20220425,길벗,김기수,27000,24300,10.0,9.9,131
130,97,2026061020260616,S000001033116,가상 면접 사례로 배우는 대규모 시스템 설계 기초,,8966263151,9788966263158,20210728,인사이트,알렉스 쉬 외,24000,21600,10.0,9.7,55
131,176,2026061020260616,S000001916921,인스파이어드,감동을 전하는 IT 제품은 어떻게 만들어지는가?,1188621483,9791188621484,20181228,제이펍,마티 케이건 외,24000,21600,10.0,9.5,51
132,134,2026061020260616,S000220166168,평범한 일상을 특별하게 남기는 스마트폰 사진 & 보정,라이트룸과 포토샵으로 완성하는 나만의 감성 사진,1143415450,9791143415455,20260610,시대인,최은영,20000,18000,10.0,10.0,2
133,120,2026061020260616,S000220096434,이것이 멀티 에이전트다,"싱글 에이전트부터 멀티 에이전트까지, MCP와 A2A로 구현하는 에이전트 시스템 개발",1175790524,9791175790520,20260603,한빛미디어,서지영,35000,31500,10.0,0.0,0
134,135,2026061020260616,S000219926543,Do it! 바이브 코딩 + 안티그래비티,구글 AI+제미나이+나노 바나나+수파베이스+버셀+MCP,1163038563,9791163038566,20260527,이지스퍼블리싱,조준수,24000,21600,10.0,10.0,17
135,206,2026061020260616,S000220004579,베테랑 AI 전문가가 만든 가장 쉬운 제미나이 활용! Gemini(제미나이)로 무엇이든 만들 수 있다 (AI 비서 영상 만들기 · 유튜브 숏폼),"나노바나나2, 그록 AI, 캡컷 AI, 클링 AI, 폴로 AI, 젠스파크, 리리아3, 수노AI, 노트북LM | 제미나이 활용 QR코드 예제 수록",1193205913,9791193205914,20260522,광문각출판미디어,송상미 외,19000,17100,10.0,10.0,2
136,158,2026061020260616,S000219998074,AI로 나만의 3D 애니메이션 만들기,"기획부터 연출, 영상 합성까지 AI로 완성하는 1인 제작 가이드",1193229472,9791193229477,20260521,로드북,김희령,27000,24300,10.0,0.0,0
137,77,2026061020260616,S000220004015,2026 세무사 남정선의 전산세무 2급 이론+실무+최신기출+100% 무료강의,,1194695469,9791194695462,20260520,직업상점,남정선 외,33000,29700,10.0,10.0,9
138,108,2026061020260616,S000219712884,2026 원큐패스 ISMS-P 인증심사원 자격검정 실전모의고사,,8927775821,9788927775829,20260415,다락원,오명선 외,40000,36000,10.0,0.0,0
139,85,2026061020260616,S000219665488,바쁜 교사를 위한 바로 쓰는 AI,"수업 설계부터 학생 평가, 행정 업무까지! AI로 완성하는 실무 활용법",1167073002,9791167073006,20260414,사회평론아카데미,전소영 외,24000,21600,10.0,8.8,3
140,122,2026061020260616,S000219655833,"그냥 따라하다 배우는, 나노바나나 100선",,1186573856,9791186573853,20260408,비엘북스,이재용,22000,19800,10.0,10.0,8
141,139,2026061020260616,S000219602473,학교에서 바로 쓰는 제미나이 & 노트북LM,교사 업무를 덜어 주는 AI 활용법,8969152563,9788969152565,20260406,학교도서관저널,손성호 외,19000,17100,10.0,10.0,9
142,123,2026061020260616,S000219495472,"된다! 제미나이, 클로드, 챗GPT AI 챗봇 만들기",AI 전문 인플루언서의 특별한 AI 활용법,1163038342,9791163038344,20260331,이지스퍼블리싱,이재윤 외,21000,18900,10.0,9.5,7
143,124,2026061020260616,S000219435699,제미나이로 구글·이미지·영상·자동화 진짜 잘함,"구글 AI 생태계의 끝판왕, 제미나이  with  나노바나나 2, 비오 3.1, 노트북LM",1194084311,9791194084310,20260325,리코멘드,이호정,18800,16920,10.0,9.8,19
144,185,2026061020260616,S000219240635,2026 이기적 CPPG 개인정보관리사 기출 900제,,8931481098,9788931481099,20260304,영진닷컴,이제이 외,28000,25200,10.0,10.0,15
145,126,2026061020260616,S000219186340,2026 이기적 정보보안기사 필기 기출 1400제,,8931481314,9788931481310,20260223,영진닷컴,임호진,20000,18000,10.0,8.0,3
146,144,2026061020260616,S000202823287,AICE  Associate,,1140704974,9791140704972,20260130,길벗,서길원 외,35000,31500,10.0,7.9,7
147,166,2026061020260616,S000219075243,2026 선넘는 컴퓨터활용능력 2급 필기+실기,,1192967372,9791192967370,20260120,쏠티북스,김쌤(김경화),29000,26100,10.0,10.0,3
148,110,2026061020260616,S000218961063,시나공 사무자동화산업기사 필기 총정리,,1140717359,9791140717354,20260119,길벗,길벗알앤디,20000,18000,10.0,10.0,6
149,129,2026061020260616,S000218846776,직장인을 위한 AI 실무 엑셀,AI로 실무 완벽 대응! 실전! 비즈니스 엑셀 완전 정복,1140717057,9791140717057,20251231,길벗,선양미,25000,22500,10.0,10.0,27
150,168,2026061020260616,S000218358453,된다! 하루 만에 끝내는 제미나이 활용법,,1163037877,9791163037873,20251117,이지스퍼블리싱,권서림,20000,18000,10.0,9.8,80
151,131,2026061020260616,S000217402731,한 걸음 앞선 개발자가 지금 꼭 알아야 할 클로드 코드,"실무에서 검증된 개발 방식 그대로, 매일 1시간 4주 Claude Code 에이전트 실전 훈련!",1140715720,9791140715725,20250912,길벗,조훈 외,26000,23400,10.0,8.9,37
152,198,2026061020260616,S000217524649,정지훈의 양자 컴퓨터 강의: AI 다음의 게임 체인저 양자 컴퓨터의 모든 것,,116921424X,9791169214247,20250829,한빛미디어,정지훈,24000,21600,10.0,9.9,25
153,155,2026061020260616,S000212911507,혼자 공부하는 네트워크,,116921214X,9791169212144,20240412,한빛미디어,강민철,28000,25200,10.0,9.9,35
154,174,2026061020260616,S000202252289,혼자 공부하는 C 언어,1:1 과외하듯 배우는 프로그래밍 자습서,1169210910,9791169210911,20230518,한빛미디어,서현우,26000,23400,10.0,10.0,42
155,177,2026061020260616,S000001792468,라프 코스터의 재미이론,,1160501319,9791160501315,20170325,길벗,라프 코스터 외,22000,19800,10.0,9.4,22
156,133,2026061020260616,S000220153586,AI 생존 지도,질문 자본가의 시대,1199919705,9791199919709,20260611,여림재,이석현,20000,18000,10.0,10.0,3
157,203,2026061020260616,S000220110783,2027 시나공 AI-POT AI 프롬프트활용능력 1급(2급 포함),,1140718975,9791140718979,20260601,길벗,김현정 외,27000,24300,10.0,10.0,1
158,204,2026061020260616,S000219981147,오픈클로,24시간 일하는 나만의 맞춤형 AI 비서,119463074X,9791194630746,20260528,생능북스,오창근,22000,19800,10.0,10.0,10
159,179,2026061020260616,S000220041695,LLMOps 완벽 가이드,"생성형 AI 도입을 위한 운영 전략, 조직 구조, 도구 활용까지",1175790575,9791175790575,20260526,한빛미디어,아비 아리안 외,32000,28800,10.0,0.0,0
160,180,2026061020260616,S000219862693,승인율 99.9% 움직이는 이모티콘 만들기 with 프로크리에이트,국내 최다 이모티콘 승인 작가 씨엠제이가 알려주는,1175790370,9791175790377,20260506,한빛미디어,씨엠제이(최민정),18000,16200,10.0,10.0,7
161,159,2026061020260616,S000219862429,맛있는 디자인 애프터 이펙트 CC 2026,,1175790354,9791175790353,20260430,한빛미디어,이수정,27000,24300,10.0,7.5,1
162,214,2026061020260616,S000219348198,된다! 조회수 터지는 인스타그램 릴스 만들기,,116303830X,9791163038306,20260313,이지스퍼블리싱,최지영,21000,18900,10.0,9.8,40
163,187,2026061020260616,S000219249581,2026 이기적 경영정보시각화능력 필기 기본서,25년 최신 기출문제 PDF + 또기적 합격자료집 PDF + 이기적 스터디 카페,8931481438,9788931481433,20260223,영진닷컴,인천대 비즈니스데이터센터 외,33000,29700,10.0,10.0,3
164,220,2026061020260616,S000219018494,2026 에듀윌 전산회계 2급 2주끝장,최신기출 12회분+전 범위 100% 무료강의 제공,1136040919,9791136040916,20260116,에듀윌,박진혁,22000,19800,10.0,10.0,4
165,193,2026061020260616,S000218779070,2026 이기적 컴퓨터그래픽기능사 필기 절대족보,,8931480474,9788931480474,20260115,영진닷컴,김부치,20000,18000,10.0,9.5,6
166,225,2026061020260616,S000218565060,대체불가 AI 영상 제작 완전정복,챗GPT로 기획하고 제너레이티드 포토스·아트브리더·구글 베오·나노 바나나(Flash 2.5)·미드저니·프리픽·시드림·수노 AI·일레븐랩스·클링AI·런웨이·피카·소라2·컴피UI·캡컷 AI로 완성하기,1194000126,9791194000129,20251212,책바세,이용태,29000,26100,10.0,9.7,17
167,149,2026061020260616,S000217613503,요즘 당근 AI 개발,AI가 만든 파도 위에서 과감히 서핑하는 법,1194383475,9791194383475,20251010,골든래빗(주),당근 팀,22000,19800,10.0,9.2,13
168,169,2026061020260616,S000217579119,처음이지만 프로처럼 쓰는 노션 Notion,데이터베이스 기초부터 자동화 시스템까지 완벽 활용법,8960884979,9788960884977,20250930,디지털북스,박한용(노션너굴),25000,22500,10.0,10.0,76
169,152,2026061020260616,S000217066134,2026 시나공 컴퓨터활용능력 1급 실기 기본서,,1140714929,9791140714926,20250721,길벗,"길벗알앤디(강윤석, 김용갑, 김우경, 김종일)",40000,36000,10.0,9.7,7
170,153,2026061020260616,S000216830196,2026 시나공 워드프로세서 필기 기본서,,1140713701,9791140713707,20250616,길벗,길벗알앤디,21000,18900,10.0,9.5,5
171,171,2026061020260616,S000216550234,"핸즈온 LLM: 프롬프트 엔지니어링부터 임베딩, 시맨틱 검색, 미세 튜닝까지, 손에 잡히는 LLM 개념",,1169213510,9791169213516,20250610,한빛미디어,제이 알아마르 외,38000,34200,10.0,9.4,25
172,173,2026061020260616,S000211656186,가상 면접 사례로 배우는 대규모 시스템 설계 기초 2,2024 우수학술도서,8966264255,9788966264254,20240102,인사이트,알렉스 쉬 외,36000,32400,10.0,10.0,24
173,156,2026061020260616,S000208981368,핸즈온 머신러닝,"사이킷런, 케라스, 텐서플로 2로 완벽 이해하는 머신러닝, 딥러닝 이론 & 실무",116921147X,9791169211475,20230929,한빛미디어,오렐리앙 제롱 외,60000,54000,10.0,9.9,34
174,157,2026061020260616,S000220101148,Node.js + NestJS 교과서,안정적인 AI 서비스를 만들기 위한 Node.js + NestJS 입문서,1140718924,9791140718924,20260527,길벗,조현영,40000,36000,10.0,10.0,6
175,136,2026061020260616,S000219940534,코딩 자율학습 FastAPI 파이썬 백엔드 개발 입문,따라 하면서 배우는 친절한 파이썬 웹 개발,1140718703,9791140718702,20260511,길벗,신동현,28000,25200,10.0,0.0,0
176,181,2026061020260616,S000219732840,퇴근이 빨라지는 제미나이 & 노트북LM 업무 자동화 정석 엑셀 X AI,,8960885118,9788960885110,20260430,디지털북스,권현욱,22000,19800,10.0,9.7,9
177,137,2026061020260616,S000219790057,"누구나 코딩하는 시대, 1일 10분 바이브 코딩","로또 번호 생성부터 주가 모니터링, 뉴스레터 자동 발행까지. 깃허브 코파일럿과 대화하며 만드는 나만의 자동화 프로그램",1175790532,9791175790537,20260430,한빛미디어,김영욱,22000,19800,10.0,10.0,1
178,138,2026061020260616,S000219795166,맛있는 디자인 포토샵 CC 2026,"나노바나나, 파이어플라이 AI로 쉽게 만들고 포토샵으로 완성하는 디자인 기본서",117579032X,9791175790322,20260428,한빛미디어,윤이사라,26000,23400,10.0,7.5,2
179,250,2026061020260616,S000219682418,그림으로 이해하는 AWS 구조와 기술,"AWS, 쉽고 재미있게 시작하자!",1140718614,9791140718610,20260417,길벗,오가사와라 시게타카 외,26000,23400,10.0,10.0,9
180,211,2026061020260616,S000219597293,AICE ASSOCIATE 실전대비서,,1197471510,9791197471513,20260401,코딩엑스,조우연,25000,22500,10.0,10.0,1
181,142,2026061020260616,S000219382035,2026 이기적 정보보안기사 실기 기출 600제,최신 기출문제 / 출제 경향 파악 / 또기적 합격자료집,8931481306,9788931481303,20260319,영진닷컴,임호진,20000,18000,10.0,10.0,2
182,184,2026061020260616,S000219451364,ECMiner™로 시작하는 인공지능 분석: 누구나 데이터과학자,,1158088345,9791158088347,20260310,자유아카데미,민광기 외,33000,33000,0.0,0.0,0
183,125,2026061020260616,S000219303578,맛있는 디자인  프리미어 프로&애프터 이펙트 CC 2026,,1175790109,9791175790100,20260305,한빛미디어,심수진 외,27000,24300,10.0,10.0,4
184,190,2026061020260616,S000218980807,이나은 주임의 혼나지 않는 엑셀,이 책으로 혼나지 말고 칭찬받으세요!,1191590372,9791191590371,20260210,티더블유아이지,민지희 외,19800,17820,10.0,10.0,4
185,191,2026061020260616,S000219127791,2026 수제비 정보보안기사 실기 기본서,"2025년 기출문제 수록, 암기 비법 수록, 온라인 강의 제공",1199551082,9791199551084,20260209,수제비출판사,윤영빈 외,42000,37800,10.0,10.0,6
